,MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Year,Director,Stars
5307,Battle: Freestyle,"Drama, Music, Roma ce",6.0,"Amalie's da ce crew adva ces to the global fi als i  Fra ce. Tor  betwee  the love of Mikael, the lo gi g for her abse t mother, a d her fire for da ce, Amalie must choose. Who is she to become?","Director:
I gvild Søderli d
| 
    Stars:
Lisa Teige, 
Christi e Grace Szarko, 
Fabia  Svegaard Tapia, 
Bao A dre Nguye",21652.736861313868,79.0,2021,I gvild Søderli d,"Lisa Teige, 
Christi e Grace Szarko, 
Fabia  Svegaard Tapia, 
Bao A dre Nguye"
5308,Issaq,"Drama, Roma ce",4.5,"A co temporary adaptatio  of Romeo a d Juliet set i  the backdrop of Vara asi i  the UP heartla d, complete with  axalism, sa d mi i g mafia a d of course the timeless love story.","Director:
Ma ish Tiwary
| 
    Stars:
Prateik, 
Amyra Dastur, 
Ravi Kisha , 
Prasha t Naraya a",449.0,148.0,2013,Ma ish Tiwary,"Prateik, 
Amyra Dastur, 
Ravi Kisha , 
Prasha t Naraya a"
5309,Jeff Dunham: Minding the Monsters,Comedy,7.1,"Jeff Du ham's ""Mi di g the Mo sters"" bri gs together Walter, Pea ut, Bubba J, Jose Jalape o, a d Achmed the Dead Terrorist as you've  ever see  them before! The result is a  all- ew origi al live comedy eve t that is so fu  y, it's scary!","Directors:
Ma  y Rodriguez, 
Matthew McNeil
| 
    Star:
Jeff Du ham",1350.0,80.0,2012,"Ma  y Rodriguez, 
Matthew McNeil",
5310,Satria Heroes: Revenge of the Darkness,"Actio , Adve ture, Drama",4.0,"O e year has passed si ce Satria Garuda Bima-X defeated VUDO a d the earth is i  peace agai . Ray a d Re a are rebuildi g the Parallel World agai . However,  ew evil forces attack a d old e emies rise agai  to devastate the earth.","Directors:
Ke zô Maihara, 
Ama dha Wya to
| 
    Stars:
Abio Abie, 
Adhitya Alkatiri, 
Stella Cor elia, 
Rayha  Febria",56.0,92.0,2017,"Ke zô Maihara, 
Ama dha Wya to","Abio Abie, 
Adhitya Alkatiri, 
Stella Cor elia, 
Rayha  Febria"
5311,Xi Feng Lie,Actio,5.1,"Zha g Ni g, a hitma  a d u dergrou d boxer fleei g through the Gobi with his preg a t girlfrie d, Su  Ji g. Several  emeses are hot o  their trail, i cludi g a pair of ruthless killers a d ...                See full summary »","Director:
Qu shu Gao
| 
    Stars:
Yiho g Dua , 
Guowei Ma, 
Fra cis Ng, 
Daho g Ni",374.0,114.0,2010,Qu shu Gao,"Yiho g Dua , 
Guowei Ma, 
Fra cis Ng, 
Daho g Ni"
5312,Moh Maya Money,"Crime, Drama, Thriller",5.6,"A you g real-estate broker tries to pull off a huge scam, which goes horribly wro g. To fix everythi g he i volves his begrudgi g wife leadi g to a  e d  either could imagi e.","Director:
Mu ish Bhardwaj
| 
    Stars:
Neha Dhupia, 
Ra vir Shorey, 
Deve dra Chowha , 
Vidushi Mehra",419.0,108.0,2016,Mu ish Bhardwaj,"Neha Dhupia, 
Ra vir Shorey, 
Deve dra Chowha , 
Vidushi Mehra"
5313,On est ensemble,Docume tary,4.5,Activists arou d the world fight i justice a d drive social cha ge i  this docume tary that follows their participatio  i  the music video Solidarité.,"Director:
Stépha e de Freitas
| 
    Stars:
Afaq, 
Pa mela Castro, 
Stépha e de Freitas",79.0,86.0,2020,Stépha e de Freitas,"Afaq, 
Pa mela Castro, 
Stépha e de Freitas"
5314,Styling Hollywood,Reality-TV,6.7,Stylist a d i terior desig er Jaso  Bolde  a d husba d Adair Curtis of JSN Studio make the magic happe  o  the red carpet a d at home for A-listers.,"Stars:
Meli da Elve es, 
Jaso  Bolde , 
Adair Curtis",321.0,79.0,2019–,,"Meli da Elve es, 
Jaso  Bolde , 
Adair Curtis"
5315,GIMS: On the Record,"Docume tary, Music",6.8,Go backstage with beloved rap superstar Gims i  the year leadi g up to his major 2019 Stade de Fra ce performa ce i  this up-close docume tary.,"Director:
Flore t Bodi 
| 
    Stars:
Chaz Hodges, 
Lore e Chesley, 
Maître Gims, 
Ra dolph Thompso",175.0,96.0,2020,Flore t Bodi,"Chaz Hodges, 
Lore e Chesley, 
Maître Gims, 
Ra dolph Thompso"
5316,Dos Cataluñas,"Docume tary, History, News",6.4,"A docume tary that tackles the ideological co flicts surrou di g the December 21 electio  i  the cou try, to the push for sovereig ty a d subseque t parliame tary declaratio  of i depe de ce a d the aftermath.","Directors:
Álvaro Lo goria, 
Gerardo Olivares
| 
    Stars:
Luis María A so , 
I és Arrimadas, 
Elsa Artadi, 
A to i Bassas",648.0,116.0,2018,"Álvaro Lo goria, 
Gerardo Olivares","Luis María A so , 
I és Arrimadas, 
Elsa Artadi, 
A to i Bassas"
5317,Rise of the Zombie,"Drama, Horror, Thriller",3.4,"A heartbroke  wildlife photographer throws himself i to his work, o ly to fi d himself experie ci g stra ge tra sformatio s.","Directors:
Luke Ke  y, 
Devaki Si gh
| 
    Stars:
Luke Ke  y, 
Kirti Kulhari, 
Ashwi  Mushra , 
Be jami  Gila i",423.0,86.0,2013,"Luke Ke  y, 
Devaki Si gh","Luke Ke  y, 
Kirti Kulhari, 
Ashwi  Mushra , 
Be jami  Gila i"
5318,Joe Cocker: Mad Dog with Soul,Docume tary,7.2,The story of si ger Joe Cocker is told through archive footage a d i terviews for close associates.,"Director:
Joh  Edgi to 
| 
    Stars:
Joe Cocker, 
Phil Crookes, 
Vic Cocker, 
Ray Charles",772.0,90.0,2017,Joh  Edgi to,"Joe Cocker, 
Phil Crookes, 
Vic Cocker, 
Ray Charles"
5319,On Her Own Ground,Drama,6.0,"The life story of C.J. Walker, a  e trepre eur who built a beauty product empire at the tur  of the ce tury.",,21652.736861313868,79.0,Unknown,,
5320,Walking on Water,Drama,6.5,"After the death of a frie d, a household of lo g time frie ds a d family are tossed i to the myopic world of grief, where jealousy, betrayal a d desire override more polite reactio s to death.","Director:
To y Ayres
| 
    Stars:
Vi ce Colosimo, 
Maria Theodorakis, 
Natha iel Dea , 
Judi Farr",460.0,90.0,2002,To y Ayres,"Vi ce Colosimo, 
Maria Theodorakis, 
Natha iel Dea , 
Judi Farr"
5321,Sins Expiation,"Actio , Thriller",2.4,David begi s experie ci g cloudy memories of a lo g-lost life amidst the viole t Cortello family i  Sicily Ã¢â'¬Â¦ a family he ultimately betrayed. A d the wages of si  are deadly.,"Director:
Carlo Fusco
| 
    Stars:
Gabriele Are a, 
Steve  Bauer, 
Vi  Bejleri, 
Luigi Maria Burrua o",296.0,84.0,2012,Carlo Fusco,"Gabriele Are a, 
Steve  Bauer, 
Vi  Bejleri, 
Luigi Maria Burrua o"
5322,Hakyu Hoshin Engi,"A imatio , Actio , Adve ture",5.9,"The story is set i  lege dary Chi a. A beautiful female fox spirit  amed Dakki is co trolli g the emperor Chu-o a d the ruli g I  dy asty, a d is usi g her power over him to do evil i  the ...                See full summary »","Stars:
Josh Grelle, 
Tyler Walker, 
J. Michael Tatum, 
Aaro  Dismuke",31.0,23.0,2018–,,"Josh Grelle, 
Tyler Walker, 
J. Michael Tatum, 
Aaro  Dismuke"
5323,The Judgement,"Crime, Drama",7.1,"After a traumatic i cide t at a party makes her a target of gossip a d derisio , a you g college stude t tries to cha ge her school's toxic culture.","Stars:
Ke  eth Wo , 
Kacha No ta a  A chuleepradit, 
Tha abordee Jaiye , 
Rapatrud Jiravechsoo torkul",85.0,47.0,2018–,,"Ke  eth Wo , 
Kacha No ta a  A chuleepradit, 
Tha abordee Jaiye , 
Rapatrud Jiravechsoo torkul"
5324,The Garden,Docume tary,7.3,"From the ashes of the L.A. riots arose a lush, 14-acre commu ity garde , the largest of its ki d i  the U ited States. Now bulldozers threate  its future.","Director:
Scott Hamilto  Ke  edy
| 
    Stars:
Da  y Glover, 
Daryl Ha  ah, 
A to io Villaraigosa",716.0,80.0,2008,Scott Hamilto  Ke  edy,"Da  y Glover, 
Daryl Ha  ah, 
A to io Villaraigosa"
5325,Hiacynt,"Crime, Drama",6.0,"A crimi al story set i  the 1980s. Robert, a you g policema  ""out of pri ciple"", fi ds a serial gay killer. I  the course of the i vestigatio , he meets Arek. She decides to use him as a  ...                See full summary »","Director:
Piotr Domalewski
| 
    Stars:
Adria  a Chlebicka, 
Tomasz Zietek, 
Hubert Milkowski, 
Tomasz Schuchardt",21652.736861313868,106.0,2021,Piotr Domalewski,"Adria  a Chlebicka, 
Tomasz Zietek, 
Hubert Milkowski, 
Tomasz Schuchardt"
5326,"Ayotzinapa, El paso de la Tortuga",Docume tary,7.5,"A docume tary about 43 Mexica  stude ts forcibly disappeared after bei g viole tly detai ed by police, a d the u satisfactory slow i vestigatio  that followed both at state a d federal levels.","Director:
E rique García Meza
| 
    Stars:
Á gela Buitrago, 
Do  Ber ardo Campos, 
Caseta, 
Coyuco",186.0,80.0,2018,E rique García Meza,"Á gela Buitrago, 
Do  Ber ardo Campos, 
Caseta, 
Coyuco"
5327,Bubbles,"A imatio , Comedy",6.0,"A chimpa zee tells his story of livi g with the lege dary musicia , Michael Jackso .","Director:
Mark Gustafso 
| 
    Star:
Piyali Mu shi",21652.736861313868,79.0,Unknown,Mark Gustafso,
5328,It Takes a Lunatic,"Docume tary, Biography, Drama",6.5,"The life a d career of acti g teacher a d co-fou der/director of the America  Place Theater, Wy   Ha dma .","Directors:
Billy Lyo s, 
Kim Ferraro, 
Seth Isler
| 
    Stars:
Alec Baldwi , 
A dré Bishop, 
Michael Douglas, 
Richard Gere",157.0,120.0,2019,"Billy Lyo s, 
Kim Ferraro, 
Seth Isler","Alec Baldwi , 
A dré Bishop, 
Michael Douglas, 
Richard Gere"
